ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,Latitude,Longitude,Price_INR
HP01381,Hyderabad,Kukatpally,Apartment,2,2.0,1.0,Semi-Furnished,1012,843,724,6,7,Open,Gated Community,2024.0,1,North,6,True,17.396134,78.56053,8290000
HP02235,Hyderabad,Banjara Hills,Row House,3,3.0,2.0,Semi-Furnished,2531,1829,1646,4,5,Covered,Standalone Building,2013.0,12,North-West,6,True,17.297274,78.531506,21060000
HP01275,Pune,Wakad,Apartment,3,4.0,2.0,Unfurnished,2205,1777,1595,23,34,Stilt,High Rise,2004.0,21,North,8,True,18.59489,73.897566,18890000
HP01982,Ahmedabad,Vastrapur,Apartment,2,2.0,3.0,Semi-Furnished,1470,1246,1036,1,5,Covered,Low Rise,2017.0,8,North,7,False,23.063402,72.648871,7020000
HP00479,Bengaluru,HSR Layout,Independent House,4,5.0,3.0,Furnished,3829,2985,2493,8,9,Open,Gated Community,2005.0,20,East,7,True,13.08294,77.791808,34300000
HP01194,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,3.0,Semi-Furnished,2240,1749,1460,2,12,Covered,Mid Rise,2004.0,21,North-West,11,True,28.75756,77.07808,20610000
HP00304,Ahmedabad,Maninagar,Villa,3,4.0,2.0,Semi-Furnished,2257,1691,1313,5,12,Covered,Gated Community,2015.0,10,North,10,False,23.061105,72.652377,13220000
HP00779,Ahmedabad,Prahlad Nagar,Apartment,3,3.0,2.0,Semi-Furnished,2562,2001,1819,19,25,Covered,High Rise,2016.0,9,North-East,6,True,22.936206,72.558776,13410000
HP02109,Pune,Hinjawadi,Row House,3,4.0,1.0,Unfurnished,2530,1983,1581,8,10,Covered,Gated Community,2023.0,2,South,7,False,18.580474,73.916842,25700000
HP02045,Pune,Baner,Apartment,1,1.0,2.0,Furnished,1021,865,738,15,27,Covered,High Rise,1998.0,27,North,7,True,18.480072,73.879646,7460000
HP01328,Kolkata,Tollygunge,Villa,3,3.0,2.0,Unfurnished,2266,1695,1443,0,3,Covered,Bungalow,2011.0,14,West,7,True,22.539501,88.385328,19880000
HP01654,Hyderabad,Jubilee Hills,Apartment,2,2.0,1.0,Unfurnished,1293,1011,833,28,34,Open,High Rise,1997.0,28,North-West,8,True,17.42683,78.481809,9650000
HP00297,Pune,Baner,Apartment,3,4.0,1.0,Unfurnished,1887,1514,1250,1,22,Open,High Rise,2022.0,3,North,9,True,18.556899,73.842009,18230000
HP01535,Pune,Viman Nagar,Apartment,3,3.0,3.0,Unfurnished,1987,1579,1424,1,6,Basement,Gated Community,2007.0,18,South-West,7,True,18.625197,73.915834,18340000
HP02050,Bengaluru,Sarjapur Road,Penthouse,4,4.0,1.0,Semi-Furnished,2260,1915,1642,4,13,Covered,High Rise,2020.0,5,South,8,False,12.817068,77.562174,26330000
HP01285,Bengaluru,Koramangala,Independent House,5,5.0,1.0,Semi-Furnished,3809,2903,2364,0,1,Stilt,Bungalow,2005.0,20,North-West,6,False,13.053745,77.499542,31590000
HP02282,Pune,Kothrud,Independent House,3,4.0,2.0,Semi-Furnished,1756,1485,1286,0,3,Covered,Bungalow,2015.0,10,South-West,6,True,18.509749,73.779166,14310000
HP02183,Pune,Baner,Apartment,2,3.0,2.0,Unfurnished,1399,1036,837,5,15,Covered,High Rise,2014.0,11,South-West,9,True,18.591337,73.782553,11510000
HP00355,Bengaluru,Indiranagar,Apartment,1,1.0,2.0,Furnished,1032,864,756,3,3,Covered,Standalone Building,2002.0,23,North-East,8,True,12.859389,77.56524,9610000
HP01626,Pune,Hinjawadi,Apartment,3,4.0,3.0,Semi-Furnished,2798,2105,1848,0,4,Stilt,Standalone Building,2010.0,15,South-West,9,True,18.608284,73.819306,25060000
HP01567,Chennai,Adyar,Apartment,3,4.0,1.0,Semi-Furnished,1665,1233,1089,1,11,Covered,Gated Community,2017.0,8,South-West,4,True,13.127903,80.266644,13410000
HP01487,MMR,Goregaon East,Penthouse,3,3.0,2.0,Furnished,2679,1988,1613,34,35,Covered,High Rise,1998.0,27,North,7,True,18.985258,72.930934,48970000
HP01899,Hyderabad,Madhapur,Villa,4,5.0,2.0,Semi-Furnished,2673,1921,1552,1,4,Open,Standalone Building,2015.0,10,North,7,True,17.533665,78.43223,25490000
HP02220,Hyderabad,Kukatpally,Apartment,2,2.0,2.0,Unfurnished,1576,1331,1123,1,5,Open,Standalone Building,2009.0,16,East,7,True,17.342068,78.366791,11630000
HP00647,Ahmedabad,Prahlad Nagar,Independent House,2,2.0,1.0,Semi-Furnished,1559,1210,1056,2,3,Covered,Standalone Building,2006.0,19,North-East,7,True,22.91379,72.593038,6880000
HP01478,Pune,Baner,Apartment,3,3.0,2.0,Unfurnished,1756,1394,1267,2,8,Covered,Gated Community,2008.0,17,North-West,9,True,18.635107,73.944589,13020000
HP01224,Hyderabad,Jubilee Hills,Apartment,2,2.0,2.0,Unfurnished,1511,1174,1017,16,25,Open,High Rise,2019.0,6,South-East,5,True,17.475429,78.419124,12190000
HP00366,Kolkata,Rajarhat,Apartment,3,4.0,2.0,Semi-Furnished,1875,1454,1207,9,9,Covered,Gated Community,2003.0,22,North,8,True,22.560105,88.41321,12840000
HP01110,Chennai,Sholinganallur,Apartment,4,4.0,2.0,Semi-Furnished,2996,2350,1903,12,32,Open,High Rise,2011.0,14,North,8,True,13.030447,80.221599,28260000
HP01209,Chennai,Porur,Apartment,2,3.0,1.0,Semi-Furnished,1445,1138,1035,11,26,Covered,High Rise,2024.0,1,South-East,10,True,13.164004,80.160482,16660000
HP00866,Hyderabad,Jubilee Hills,Apartment,3,3.0,2.0,Semi-Furnished,1845,1472,1254,7,12,Covered,Gated Community,2002.0,23,South,5,True,17.373976,78.550163,13880000
HP02327,Ahmedabad,Satellite,Studio,0,1.0,1.0,Unfurnished,816,611,525,11,38,Covered,High Rise,2005.0,20,South-East,9,True,23.110865,72.541035,3650000
HP00648,Pune,Hinjawadi,Apartment,2,3.0,2.0,Semi-Furnished,1631,1371,1140,3,21,Covered,High Rise,2025.0,0,South,8,True,18.501992,73.839458,16860000
HP00989,Delhi NCR,Ghaziabad-Indirapuram,Independent House,2,3.0,1.0,Semi-Furnished,1206,1018,866,12,12,Basement,Gated Community,2020.0,5,North,4,True,28.56219,77.383647,12040000
HP01136,Delhi NCR,Ghaziabad-Indirapuram,Villa,4,5.0,2.0,Furnished,3839,2777,2183,5,5,Open,Low Rise,2013.0,12,South,3,False,28.556563,77.143459,38030000
HP00697,Kolkata,Salt Lake,Apartment,1,1.0,1.0,Furnished,654,536,478,4,5,Covered,Low Rise,2007.0,18,West,6,True,22.645248,88.419512,5070000
HP00455,Ahmedabad,Prahlad Nagar,Independent House,3,4.0,2.0,Unfurnished,1622,1375,1109,0,3,Covered,Bungalow,2010.0,15,South-West,5,True,22.980117,72.430017,7020000
HP01747,Chennai,Porur,Villa,2,3.0,1.0,Furnished,1667,1303,1132,2,5,Covered,Low Rise,2019.0,6,South-East,8,False,12.976642,80.287625,14540000
HP01996,Kolkata,Jadavpur,Row House,2,3.0,2.0,Unfurnished,1609,1239,1008,3,4,Covered,Standalone Building,2004.0,21,South-East,7,True,22.520767,88.301284,11320000
HP00344,Pune,Baner,Apartment,3,3.0,2.0,Semi-Furnished,2631,2022,1740,28,37,Basement,High Rise,2014.0,11,South-West,4,True,18.61189,73.80332,21210000
HP00027,Chennai,Sholinganallur,Apartment,3,4.0,2.0,Semi-Furnished,1663,1338,1216,12,26,Basement,High Rise,2023.0,2,South-West,9,False,13.164101,80.165079,15800000
HP00247,Ahmedabad,Satellite,Apartment,4,4.0,2.0,Unfurnished,3148,2358,2071,14,22,Open,High Rise,2019.0,6,South-West,6,True,22.908294,72.483245,17040000
HP00538,Ahmedabad,Vastrapur,Apartment,2,3.0,1.0,Furnished,1407,1143,932,4,5,Covered,Low Rise,2005.0,20,South,6,True,22.982558,72.563859,7660000
HP00115,Kolkata,Rajarhat,Apartment,3,3.0,2.0,Semi-Furnished,1708,1367,1243,8,11,Open,Gated Community,2025.0,0,North,7,True,22.451434,88.495317,14520000
HP02081,Bengaluru,Sarjapur Road,Apartment,1,2.0,2.0,Semi-Furnished,913,692,601,37,38,Covered,High Rise,2014.0,11,North-East,9,True,12.840688,77.461911,8430000
HP02297,Delhi NCR,Ghaziabad-Indirapuram,Apartment,3,4.0,2.0,Furnished,1929,1500,1334,7,28,Stilt,High Rise,2018.0,7,North-East,7,False,28.551819,77.090657,20220000
HP00139,Delhi NCR,Noida-Sector 76,Independent House,3,4.0,2.0,Unfurnished,1999,1487,1223,0,2,Covered,Bungalow,2013.0,12,North,6,False,28.34793,77.23239,15990000
HP01960,Hyderabad,Manikonda,Apartment,1,2.0,1.0,Unfurnished,815,651,555,15,30,Open,High Rise,2022.0,3,North-East,8,True,17.345475,78.37222,6500000
HP02018,Ahmedabad,Bopal,Apartment,2,3.0,1.0,Semi-Furnished,1830,1410,1237,13,26,Covered,High Rise,2007.0,18,South-West,9,True,22.908632,72.474012,8830000
HP00958,Bengaluru,Electronic City,Villa,5,6.0,1.0,Unfurnished,5614,4531,3766,0,5,Open,Low Rise,2019.0,6,North-West,5,False,12.936672,77.686099,55800000
HP00902,Chennai,Porur,Apartment,3,3.0,1.0,Unfurnished,1624,1276,1160,29,29,Basement,High Rise,2023.0,2,North-East,6,True,13.023869,80.251979,14890000
HP00372,Bengaluru,Koramangala,Independent House,3,4.0,1.0,Unfurnished,2392,1870,1414,0,3,Covered,Bungalow,2019.0,6,North-West,9,True,12.99484,77.56877,19480000
HP00868,Kolkata,Jadavpur,Independent House,4,4.0,2.0,Unfurnished,3101,2405,1957,0,3,Covered,Bungalow,2018.0,7,North,4,False,22.481473,88.366635,21350000
HP02190,Pune,Kharadi,Independent House,3,4.0,2.0,Unfurnished,2973,2204,1847,1,2,Open,Standalone Building,2021.0,4,North,7,False,18.525919,73.770308,25940000
HP01609,Bengaluru,Koramangala,Penthouse,2,2.0,1.0,Furnished,1401,1035,900,14,31,Open,High Rise,2007.0,18,South,6,False,13.080464,77.456229,17480000
HP01763,Pune,Kharadi,Apartment,2,3.0,1.0,Furnished,1185,938,808,19,30,Covered,High Rise,2011.0,14,East,9,False,18.646219,73.758471,10410000
HP01070,Delhi NCR,Noida-Sector 76,Row House,2,2.0,1.0,Semi-Furnished,1401,1049,866,0,2,Covered,Low Rise,2019.0,6,South,6,True,28.449765,77.33718,12850000
HP00272,Chennai,Sholinganallur,Penthouse,4,5.0,2.0,Semi-Furnished,2532,1861,1606,2,23,Covered,High Rise,2006.0,19,North,9,True,12.971359,80.224197,27590000
HP02169,Chennai,Adyar,Apartment,1,1.0,1.0,Furnished,925,766,690,21,31,Covered,High Rise,2025.0,0,North-East,9,True,12.954652,80.223641,9070000
HP01048,Bengaluru,HSR Layout,Apartment,3,4.0,1.0,Semi-Furnished,2765,2135,1742,20,39,Covered,High Rise,2015.0,10,North-West,7,True,13.096836,77.566051,28760000
HP02032,Ahmedabad,Satellite,Apartment,2,3.0,1.0,Semi-Furnished,1805,1368,1171,1,5,Open,Standalone Building,2025.0,0,East,4,True,22.976513,72.673031,10160000
HP01714,Bengaluru,Hebbal,Apartment,3,3.0,1.0,Semi-Furnished,2341,1795,1525,0,2,Open,Standalone Building,2024.0,1,West,8,False,12.875469,77.518127,25590000
HP02263,Pune,Viman Nagar,Apartment,3,3.0,3.0,Unfurnished,1654,1304,1123,12,15,Basement,High Rise,2004.0,21,West,7,True,18.594583,73.815369,13520000
HP02172,Bengaluru,Marathahalli,Apartment,2,3.0,1.0,Unfurnished,1158,949,772,5,7,Covered,Gated Community,2023.0,2,North-East,8,True,13.001684,77.739551,11380000
HP01278,Pune,Viman Nagar,Apartment,3,3.0,1.0,Unfurnished,1541,1306,1187,4,12,Covered,High Rise,2025.0,0,North-East,8,True,18.605428,73.923551,12060000
HP00059,Kolkata,Rajarhat,Apartment,2,2.0,1.0,Semi-Furnished,1715,1390,1166,4,6,Open,Mid Rise,2007.0,18,East,7,True,22.454169,88.415937,11980000
HP01584,Bengaluru,Banashankari,Apartment,4,4.0,1.0,Furnished,3243,2521,2292,15,27,Covered,High Rise,2019.0,6,North,7,True,12.982279,77.544777,27920000
HP01841,Hyderabad,Kukatpally,Row House,3,4.0,1.0,Unfurnished,2534,1968,1667,8,12,Covered,Gated Community,2011.0,14,South,5,True,17.356924,78.337363,22010000
HP01927,Ahmedabad,Prahlad Nagar,Apartment,2,3.0,3.0,Unfurnished,1712,1342,1178,24,29,Covered,High Rise,2019.0,6,North-East,8,True,22.90857,72.43901,8280000
HP02158,Kolkata,Behala,Independent House,3,3.0,1.0,Furnished,1688,1372,1138,5,5,Open,Standalone Building,2016.0,9,East,8,True,22.470067,88.388056,13020000
HP01007,Ahmedabad,Bopal,Apartment,1,2.0,2.0,Unfurnished,1116,858,780,7,9,Open,Gated Community,2025.0,0,North-East,7,True,23.098612,72.510035,6750000
HP00196,Kolkata,Jadavpur,Row House,2,2.0,1.0,Unfurnished,1366,995,882,1,10,Open,Gated Community,2018.0,7,North,9,True,22.486342,88.440216,12100000
HP02359,Chennai,Adyar,Apartment,3,3.0,1.0,Unfurnished,2328,1926,1725,9,12,Open,Gated Community,2024.0,1,North,7,True,13.162307,80.303555,21790000
HP01787,Chennai,Velachery,Apartment,3,3.0,1.0,Unfurnished,1909,1531,1359,10,12,Covered,Gated Community,2024.0,1,South-West,7,True,13.196918,80.223059,17040000
HP00231,Pune,Baner,Penthouse,6,7.0,1.0,Furnished,4628,3421,2861,16,39,Open,High Rise,2019.0,6,South-West,6,True,18.496446,73.767582,64400000
HP02057,Chennai,OMR,Penthouse,4,5.0,2.0,Unfurnished,3695,3131,2559,17,18,Covered,High Rise,2020.0,5,West,4,True,12.956442,80.332647,36970000
HP00022,MMR,Goregaon East,Studio,0,2.0,1.0,Semi-Furnished,526,419,345,3,6,Open,Mid Rise,2014.0,11,South,7,False,19.293587,72.898075,6600000
HP01698,Ahmedabad,Thaltej,Apartment,4,5.0,2.0,Unfurnished,3470,2802,2547,5,15,Open,High Rise,2004.0,21,North,8,True,23.004662,72.526644,19000000
HP01497,Pune,Viman Nagar,Studio,0,1.0,0.0,Unfurnished,740,600,487,1,10,Covered,Mid Rise,2024.0,1,South-East,7,True,18.485376,73.855634,5690000
HP00180,Hyderabad,Manikonda,Apartment,2,2.0,2.0,Semi-Furnished,1755,1333,1196,10,31,Covered,High Rise,2014.0,11,North,8,True,17.32364,78.585084,12660000
HP00179,MMR,Navi Mumbai-Kharghar,Apartment,4,5.0,3.0,Furnished,2790,2157,1907,7,9,Open,Mid Rise,2025.0,0,South-West,6,True,19.120261,72.933398,49050000
HP00043,Ahmedabad,Maninagar,Apartment,2,2.0,2.0,Semi-Furnished,1566,1234,1060,2,12,Open,Mid Rise,2018.0,7,South,8,True,23.13506,72.612296,7620000
HP01701,Pune,Hinjawadi,Apartment,2,3.0,1.0,Semi-Furnished,1116,935,808,1,8,Covered,Mid Rise,2011.0,14,North-West,8,False,18.51025,73.874563,9710000
HP01124,Pune,Kharadi,Apartment,2,3.0,1.0,Unfurnished,1602,1216,1012,6,9,Open,Mid Rise,2024.0,1,South-East,6,True,18.537099,73.884401,13660000
HP01699,Delhi NCR,Noida-Sector 76,Apartment,2,3.0,1.0,Semi-Furnished,1469,1166,1038,4,12,Covered,Mid Rise,2007.0,18,South,10,True,28.7514,77.411444,14280000
HP01379,Chennai,Porur,Apartment,3,3.0,1.0,Furnished,1437,1218,1107,18,32,Open,High Rise,2025.0,0,North-West,8,True,12.900149,80.211026,15410000
HP02160,Chennai,OMR,Apartment,2,3.0,3.0,Unfurnished,1769,1388,1249,5,11,Basement,Mid Rise,2025.0,0,South,9,True,13.035034,80.195512,16250000
HP02185,Bengaluru,Banashankari,Villa,3,4.0,2.0,Semi-Furnished,2696,2144,1738,1,3,Stilt,Standalone Building,2025.0,0,North-West,5,True,12.939164,77.453197,34430000
HP00524,MMR,Goregaon East,Villa,4,5.0,1.0,Furnished,3483,2828,2428,0,2,Covered,Bungalow,2006.0,19,North-West,8,True,19.247073,72.778255,59410000
HP00071,Chennai,Adyar,Apartment,3,4.0,1.0,Semi-Furnished,1858,1440,1201,13,22,Covered,High Rise,1995.0,30,North-West,7,False,13.083772,80.168332,12630000
HP02347,MMR,Vile Parle,Apartment,2,3.0,2.0,Semi-Furnished,1690,1364,1213,0,5,Open,Standalone Building,2018.0,7,South-East,7,True,19.267171,72.759382,28010000
HP00207,Bengaluru,Whitefield,Row House,3,4.0,2.0,Furnished,2125,1518,1342,0,2,Covered,Bungalow,2024.0,1,North,8,True,13.139617,77.750464,24330000
HP01586,MMR,Goregaon East,Apartment,2,2.0,2.0,Unfurnished,1652,1331,1181,2,2,Open,Standalone Building,2025.0,0,South-East,4,True,19.170084,72.92036,24610000
HP02129,Chennai,Velachery,Studio,0,2.0,1.0,Semi-Furnished,661,526,465,21,26,Stilt,High Rise,2024.0,1,South-East,8,True,12.924891,80.348148,6300000
HP01537,Chennai,T Nagar,Villa,2,3.0,1.0,Unfurnished,1921,1535,1289,6,10,Covered,Gated Community,2008.0,17,South-East,9,True,12.927263,80.319129,20780000
HP01310,Ahmedabad,Maninagar,Apartment,2,3.0,2.0,Unfurnished,1734,1406,1228,3,4,Open,Low Rise,2010.0,15,South-West,7,False,22.901954,72.659525,7780000
HP01904,Ahmedabad,Bopal,Independent House,3,4.0,3.0,Semi-Furnished,1897,1517,1281,0,3,Covered,Bungalow,2016.0,9,East,8,True,22.904759,72.699301,8880000
HP01984,Ahmedabad,Prahlad Nagar,Studio,0,3.0,0.0,Furnished,681,517,433,25,34,Basement,High Rise,2019.0,6,East,9,True,22.977272,72.60343,3530000
HP00496,MMR,Navi Mumbai-Kharghar,Apartment,3,3.0,2.0,Semi-Furnished,2494,2101,1775,6,6,Open,Mid Rise,2015.0,10,North,6,False,18.914906,72.822043,35210000
HP00820,Pune,Wakad,Apartment,3,4.0,2.0,Semi-Furnished,2499,2118,1819,5,6,Covered,Gated Community,2016.0,9,North,5,True,18.470831,73.805867,21620000
HP01729,Pune,Kharadi,Studio,0,2.0,1.0,Semi-Furnished,632,523,448,8,12,Covered,Mid Rise,2006.0,19,South-West,6,True,18.466515,73.921239,5570000
HP01802,MMR,Powai,Apartment,2,2.0,3.0,Semi-Furnished,1775,1382,1200,7,10,Covered,Mid Rise,2021.0,4,South,4,True,19.074263,72.766572,30070000
HP01492,Chennai,Porur,Apartment,2,2.0,1.0,Semi-Furnished,1693,1385,1194,9,15,Basement,High Rise,2011.0,14,North-East,9,True,13.088366,80.341595,16190000
HP00417,Chennai,Velachery,Apartment,4,5.0,2.0,Unfurnished,3214,2597,2361,7,7,Covered,Gated Community,2003.0,22,East,8,True,13.195742,80.212658,25700000
HP00768,Ahmedabad,Satellite,Row House,3,4.0,2.0,Semi-Furnished,2477,1947,1679,0,2,Open,Bungalow,2025.0,0,North-East,5,True,23.144194,72.6242,13100000
HP02171,Bengaluru,Yelahanka,Penthouse,4,5.0,1.0,Semi-Furnished,3967,2947,2414,13,33,Stilt,High Rise,2025.0,0,West,7,True,12.994689,77.501446,41970000
HP01663,Pune,Baner,Apartment,2,3.0,1.0,Unfurnished,1226,1010,918,23,32,Open,High Rise,2015.0,10,North-West,7,True,18.591225,73.831301,10120000
HP02241,Bengaluru,Hebbal,Row House,2,3.0,1.0,Unfurnished,1851,1410,1206,0,3,Covered,Standalone Building,2009.0,16,West,7,True,13.004517,77.757939,16510000
HP00764,Chennai,Anna Nagar,Penthouse,3,3.0,1.0,Unfurnished,2342,1834,1498,1,26,Basement,High Rise,2004.0,21,North,8,True,12.915097,80.302971,20810000
HP01564,Chennai,Adyar,Apartment,2,3.0,1.0,Unfurnished,1458,1172,1013,10,21,Covered,High Rise,2009.0,16,South-East,8,True,13.172452,80.311429,12070000
HP00190,Ahmedabad,Vastrapur,Villa,4,4.0,1.0,Semi-Furnished,3403,2617,2379,0,1,Basement,Bungalow,2003.0,22,South,6,True,22.927016,72.546973,19190000
HP01297,Chennai,Anna Nagar,Apartment,3,4.0,2.0,Unfurnished,1856,1573,1279,6,8,Covered,Mid Rise,2009.0,16,North,6,True,12.932737,80.155432,15790000
HP01259,MMR,Navi Mumbai-Kharghar,Villa,4,4.0,2.0,Unfurnished,2242,1812,1599,0,2,Basement,Bungalow,1991.0,34,West,7,True,19.159678,72.918485,31130000
HP01326,Pune,Kharadi,Independent House,3,3.0,1.0,Furnished,2714,2078,1831,1,3,Covered,Standalone Building,2007.0,18,South-East,4,True,18.63308,73.847558,19030000
HP01491,Kolkata,Rajarhat,Independent House,5,6.0,2.0,Furnished,5537,4426,3635,0,2,Covered,Bungalow,2001.0,24,West,8,False,22.519284,88.459707,37250000
HP00743,MMR,Andheri West,Studio,0,1.0,1.0,Unfurnished,646,499,425,14,30,Covered,High Rise,2012.0,13,North-West,7,False,18.942374,72.754795,8130000
HP00693,Chennai,Porur,Penthouse,4,4.0,1.0,Furnished,3353,2608,2129,9,32,Covered,High Rise,2024.0,1,North-West,8,True,12.972129,80.1617,38970000
HP00431,Chennai,OMR,Apartment,1,1.0,1.0,Unfurnished,723,611,524,9,9,Basement,Mid Rise,2010.0,15,North-West,6,True,12.968346,80.314197,5520000
HP01990,Delhi NCR,Gurugram-DLF Phase 3,Apartment,2,2.0,1.0,Unfurnished,1648,1292,1111,3,4,Covered,Low Rise,2025.0,0,North,7,False,28.57101,77.041521,15580000
HP00253,Kolkata,Rajarhat,Villa,4,4.0,1.0,Unfurnished,3446,2475,2075,1,2,Open,Standalone Building,2001.0,24,South-East,5,True,22.531545,88.337749,29160000
HP02222,Ahmedabad,Maninagar,Apartment,3,4.0,1.0,Semi-Furnished,1464,1162,1040,2,6,Basement,Gated Community,2025.0,0,North-East,7,True,23.111601,72.472327,8610000
HP01801,Pune,Wakad,Penthouse,3,3.0,2.0,Unfurnished,1979,1553,1310,2,29,Covered,High Rise,2008.0,17,North-East,9,True,18.574322,73.88008,20110000
HP02246,Hyderabad,Banjara Hills,Apartment,2,3.0,2.0,Unfurnished,1547,1306,1128,10,18,Covered,High Rise,2004.0,21,East,7,True,17.328698,78.490208,12120000
HP00198,Kolkata,New Town,Apartment,2,3.0,1.0,Semi-Furnished,1588,1274,1153,2,12,Covered,Mid Rise,2007.0,18,South-East,7,True,22.647606,88.355189,11820000
HP01105,MMR,Powai,Independent House,6,6.0,2.0,Unfurnished,4758,3685,3117,1,2,Covered,Standalone Building,2021.0,4,South-East,8,True,19.145506,72.936494,74220000
HP00107,Bengaluru,Whitefield,Villa,3,4.0,3.0,Semi-Furnished,2411,1944,1693,2,4,Open,Low Rise,2016.0,9,East,6,True,12.923247,77.649816,21500000
HP00255,Hyderabad,Kondapur,Apartment,2,2.0,1.0,Semi-Furnished,1608,1191,1007,9,10,Covered,Mid Rise,2002.0,23,East,9,False,17.335634,78.33858,12610000
HP01580,Pune,Viman Nagar,Apartment,2,3.0,2.0,Unfurnished,1141,946,813,1,14,Covered,High Rise,2022.0,3,North,6,True,18.574802,73.765428,9090000
HP00845,Kolkata,Jadavpur,Row House,3,4.0,1.0,Semi-Furnished,2503,1844,1479,0,3,Stilt,Bungalow,2016.0,9,South-West,9,True,22.614115,88.360627,23840000
HP01368,MMR,Vile Parle,Apartment,2,2.0,2.0,Furnished,1503,1266,1145,3,4,Covered,Standalone Building,2009.0,16,North-West,6,True,19.296336,72.856129,24020000
HP02248,Delhi NCR,Ghaziabad-Indirapuram,Row House,3,3.0,1.0,Furnished,2533,2012,1676,1,7,Covered,Gated Community,2024.0,1,North,9,True,28.320515,77.436775,24720000
HP01901,MMR,Navi Mumbai-Kharghar,Penthouse,3,4.0,1.0,Unfurnished,2172,1677,1407,20,20,Basement,High Rise,2009.0,16,West,9,True,19.186646,72.788233,48440000
HP00711,Kolkata,Tollygunge,Independent House,4,5.0,2.0,Unfurnished,2798,2243,2000,0,3,Covered,Bungalow,2017.0,8,West,9,True,22.641393,88.4574,18030000
HP00303,Bengaluru,HSR Layout,Row House,3,4.0,2.0,Furnished,1820,1460,1265,3,5,Covered,Standalone Building,2025.0,0,North-East,7,True,13.122682,77.511596,18830000
HP00277,Ahmedabad,Satellite,Apartment,3,4.0,1.0,Semi-Furnished,1484,1193,1062,18,40,Open,High Rise,2017.0,8,South,7,True,23.078477,72.560278,7350000
HP00831,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,1.0,Semi-Furnished,1775,1445,1302,3,3,Open,Standalone Building,2017.0,8,South,5,True,28.485049,77.286398,16160000
HP00473,Bengaluru,Sarjapur Road,Independent House,5,5.0,1.0,Unfurnished,3468,2721,2205,2,8,Open,Gated Community,2014.0,11,South-West,9,True,13.148623,77.518831,26450000
HP00726,Pune,Wakad,Apartment,2,2.0,1.0,Unfurnished,1786,1415,1286,2,22,Basement,High Rise,2009.0,16,North,10,True,18.464269,73.898142,15020000
HP01615,Bengaluru,Electronic City,Apartment,1,2.0,1.0,Unfurnished,784,606,504,28,40,Open,High Rise,2017.0,8,West,6,False,12.993616,77.52672,7550000
HP00848,Kolkata,Behala,Apartment,1,1.0,2.0,Furnished,694,587,505,6,7,Basement,Gated Community,2025.0,0,North-East,6,True,22.595678,88.496487,6280000
HP00393,Ahmedabad,Thaltej,Villa,3,3.0,2.0,Furnished,1972,1574,1173,1,6,Covered,Gated Community,2015.0,10,South-West,6,False,22.936421,72.49835,12240000
HP00748,Chennai,T Nagar,Apartment,4,5.0,1.0,Furnished,3640,2973,2590,10,13,Covered,High Rise,2018.0,7,South-West,6,True,12.987084,80.189507,36790000
HP01061,Pune,Hinjawadi,Penthouse,6,6.0,1.0,Semi-Furnished,2626,2119,1926,4,16,Covered,High Rise,2015.0,15,North-West,6,True,18.546283,73.917166,26790000
HP01459,Bengaluru,Indiranagar,Apartment,2,3.0,2.0,Unfurnished,1878,1411,1189,3,6,Covered,Mid Rise,2021.0,4,South-West,8,True,13.038185,77.46953,15570000
HP02209,Chennai,Sholinganallur,Apartment,1,2.0,1.0,Unfurnished,1011,848,756,1,2,Open,Standalone Building,2012.0,13,West,8,True,13.072763,80.174679,7430000
HP01956,Chennai,T Nagar,Studio,0,2.0,1.0,Unfurnished,701,571,479,3,5,Covered,Standalone Building,2021.0,4,South,6,True,12.913464,80.2131,5800000
HP01420,Kolkata,Salt Lake,Apartment,1,1.0,2.0,Semi-Furnished,767,625,568,10,12,Basement,High Rise,2017.0,8,South-East,7,True,22.472837,88.342127,5470000
HP00593,Pune,Viman Nagar,Apartment,4,4.0,1.0,Unfurnished,3566,2819,2386,30,36,Open,High Rise,2003.0,22,North-East,10,True,18.596881,73.910874,29120000
HP01401,Kolkata,Rajarhat,Independent House,4,5.0,2.0,Unfurnished,2553,1994,1631,0,4,Covered,Standalone Building,2019.0,6,South,7,False,22.636528,88.392053,18180000
HP02342,Delhi NCR,Faridabad-Sector 21,Apartment,1,2.0,2.0,Semi-Furnished,1090,897,794,1,2,Covered,Standalone Building,2002.0,23,North,7,True,28.372296,76.999956,9130000
HP00394,Hyderabad,Banjara Hills,Apartment,2,2.0,1.0,Semi-Furnished,1687,1309,1097,2,5,Covered,Standalone Building,2025.0,0,South,7,True,17.535297,78.594835,14340000
HP00864,Chennai,OMR,Apartment,2,2.0,2.0,Unfurnished,1856,1495,1275,2,2,Covered,Standalone Building,2003.0,22,South,6,True,12.967484,80.339564,15080000
HP00547,Ahmedabad,Prahlad Nagar,Row House,3,4.0,1.0,Furnished,2584,2121,1831,0,3,Covered,Bungalow,1998.0,27,North,8,True,22.955489,72.677581,12840000
